Company,MktCap_Growth_Score,Revenue_Growth_Score,Beta_6M_Covariance,Beta_4Y_Covariance,Date_Range
TROW,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
VZ,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EXC,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
GOOGL,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
SCHW,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
KMI,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
A,-0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EIX,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AKAM,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PCG,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AVGO,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NKE,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AJG,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CAT,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
SJM,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
GWW,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CF,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HLT,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BXP,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TRGP,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AXON,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
UAL,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CLX,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NOW,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PWR,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ROK,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HUM,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ELV,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AMCR,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BMY,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
REGN,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BEN,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
T,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PAYX,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
UBER,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
FAST,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MPC,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
COO,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HST,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EQR,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ACGL,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MTD,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CSX,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TECH,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NDAQ,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MDLZ,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AZO,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
DXCM,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
VST,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ERIE,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
IEX,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CHTR,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TEL,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AOS,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
URI,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
VRTX,0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ADI,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CI,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
GEN,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CSGP,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BR,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PNC,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AME,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
OKE,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BBY,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BKR,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TMUS,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MO,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
DD,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HCA,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
GEHC,0.0,0.0,0.0,0.0,2023-03-31 to 2023-12-31
APTV,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HIG,-0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
FTNT,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
WDC,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
LKQ,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ZTS,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
FMC,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HOLX,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AMP,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ALL,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MSI,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MRNA,-0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
DECK,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EFX,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
GLW,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
QCOM,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ETN,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BG,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
GS,-0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HPQ,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MU,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ECL,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
KDP,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CRL,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ISRG,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ENPH,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ARE,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ODFL,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PGR,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
SMCI,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
IR,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ROL,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CINF,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BSX,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AON,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ANSS,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AVB,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MKC,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EBAY,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
COR,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MRO,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
WST,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AWK,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
WAB,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
XYL,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EXPE,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
FCX,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
APA,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
DELL,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
IVZ,-0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
JPM,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
F,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
KEY,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EW,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PRU,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
DGX,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
DE,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NCLH,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
VTRS,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
JCI,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CCL,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ZBRA,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
POOL,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EOG,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PTC,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PCAR,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AVY,0.0,0.0,0.0,0.0,2021-03-31 to 2023-12-31
AES,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AMD,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
KEYS,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
WBA,-0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NEM,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
VICI,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CARR,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
LUV,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
LOW,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MCO,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NVR,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PNW,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CHRW,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TXT,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TSN,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CAH,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MTB,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EL,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EQT,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
IFF,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
EQIX,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ALB,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
COF,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
GPN,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
OTIS,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CRWD,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
LH,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
STX,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CRM,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ABBV,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CAG,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
VRSN,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
LIN,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NDSN,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TJX,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TXN,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ALGN,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HII,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
FDS,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HPE,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MA,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TDY,0.0,0.0,0.0,0.0,2021-03-31 to 2023-12-31
EXPD,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TGT,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NUE,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
JNJ,0.0,0.0,0.0,0.0,2021-03-31 to 2023-12-31
DPZ,-0.16666666666666666,0.0,0.0,0.0,2021-03-31 to 2023-12-31
LULU,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PEP,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HUBB,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
SYF,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ETR,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
IQV,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PAYC,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PM,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NOC,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
SPGI,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CBOE,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HSIC,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CVX,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NEE,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NWS,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CME,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
LDOS,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PSA,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PPL,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
WEC,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
UNP,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
WMT,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AXP,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TAP,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
MS,-0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
INTC,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ED,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
FI,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
HAL,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
LVS,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TRMB,-0.26666666666666666,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CEG,-0.14285714285714285,0.0,0.0,0.0,2022-06-30 to 2023-12-31
UHS,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
IT,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ADBE,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ITW,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CZR,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BLK,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CHD,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
IDXX,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CPT,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PFG,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BA,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
PODD,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
RF,-0.3333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
RTX,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
TMO,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AFL,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ATO,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
CTAS,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
AMGN,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
VLO,-0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
LMT,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
BALL,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
GRMN,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ROP,0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
SO,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
WTW,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
APH,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NRG,-0.2,0.0,0.0,0.0,2020-06-30 to 2023-12-31
INVH,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
RSG,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
O,-0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
NVDA,0.06666666666666667,0.0,0.0,0.0,2020-06-30 to 2023-12-31
ADSK,0.0,0.0,0.0,0.0,2020-06-30 to 2023-12-31
STE,0.13333333333333333,0.0,0.0,0.0,2020-06-30 to 2023-12-31
